Kelompok Pengeluaran,Komoditas Makanan,Pengeluaran per minggu per kapita
"300,000 - 499,999",Tongkol/tuna/cakalang diawetkan,208
"300,000 - 499,999",Teri diawetkan,269
"300,000 - 499,999",Selar diawetkan,53
"300,000 - 499,999",Sepat diawetkan,38
"300,000 - 499,999",Bandeng diawetkan,58
"300,000 - 499,999",Gabus diawetkan,9
"300,000 - 499,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",24
"300,000 - 499,999",Ikan diawetkan lainnya,251
"300,000 - 499,999","Udang diawetkan (ebi, rebon)",19
"300,000 - 499,999","Cumi-cumi, sotong, gurita diawetkan",4
"300,000 - 499,999",Udang dan hewan air lainnya yang diawetkan,23
"300,000 - 499,999",Ikan matang,158
"300,000 - 499,999",DAGING,2422
"300,000 - 499,999",Daging sapi,88
"300,000 - 499,999","Daging kambing, domba/biri-biri",8
"300,000 - 499,999",Daging babi,236
"300,000 - 499,999",Daging ayam ras,1039
"300,000 - 499,999",Daging ayam kampung,296
"300,000 - 499,999",Daging segar lainnya,51
"300,000 - 499,999",Daging diawetkan lainnya,7
"300,000 - 499,999","Tetelan, sandung lamur",4
"300,000 - 499,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",46
"300,000 - 499,999","Ayam/daging matang (ayam goreng, rendang, dsb)",248
"300,000 - 499,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",399
"300,000 - 499,999",TELUR DAN SUSU,2798
"300,000 - 499,999",Telur ayam ras,1816
"300,000 - 499,999",Telur ayam kampung,88
"300,000 - 499,999",Telur itik/telur itik manila,24
"300,000 - 499,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",13
"300,000 - 499,999",Susu cair pabrik,44
"300,000 - 499,999",Susu kental manis,319
"300,000 - 499,999",Susu bubuk,196
"300,000 - 499,999",Susu bubuk bayi,282
"300,000 - 499,999",Susu lainnya dan hasil lain dari susu,16
"300,000 - 499,999",SAYUR-SAYURAN,5857
"300,000 - 499,999",Bayam,280
"300,000 - 499,999",Kangkung,267
"300,000 - 499,999",Kol/Kubis,99
"300,000 - 499,999",Sawi putih (petsai),49
"300,000 - 499,999",Sawi hijau,74
"300,000 - 499,999",Buncis,70
"300,000 - 499,999",Kacang panjang,239
"300,000 - 499,999","Tomat sayur, tomat ceri",203
"300,000 - 499,999",Wortel,66
"300,000 - 499,999",Mentimun,100
"300,000 - 499,999",Daun ketela pohon/daun singkong,350
"300,000 - 499,999",Terong,228
"300,000 - 499,999",Tauge,53
"300,000 - 499,999","Labu, labu siam, labu parang",154
"300,000 - 499,999",Bahan sayur sop/cap cay/ kimlo (paket),179
"300,000 - 499,999",Bahan sayur asam/lodeh (paket),69
"300,000 - 499,999",Nangka muda,36
"300,000 - 499,999",Pepaya muda,99
"300,000 - 499,999",Jengkol,74
"300,000 - 499,999",Bawang merah,913
"300,000 - 499,999",Bawang putih,685
"300,000 - 499,999",Cabe merah,390
"300,000 - 499,999",Cabe hijau,64
"300,000 - 499,999",Cabe rawit,759
"300,000 - 499,999",Sayur-sayuran lainnya,357
"300,000 - 499,999",KACANG-KACANGAN,1651
"300,000 - 499,999",Kacang tanah tanpa kulit,85
"300,000 - 499,999",Kacang kedele,6
"300,000 - 499,999",Kacang lainnya,53
"300,000 - 499,999",Tahu,728
"300,000 - 499,999",Tempe,765
"300,000 - 499,999",Oncom,10
"300,000 - 499,999",Hasil lain dari kacang-kacangan,4
"300,000 - 499,999",BUAH-BUAHAN,1846
"300,000 - 499,999","Jeruk, jeruk bali",159
"300,000 - 499,999",Mangga,29
"300,000 - 499,999",Apel,61
"300,000 - 499,999",Rambutan,273
"300,000 - 499,999","Duku, langsat",242
"300,000 - 499,999",Durian,181
"300,000 - 499,999",Salak,96
"300,000 - 499,999",Pisang ambon,79
"300,000 - 499,999",Pisang lainnya,358
"300,000 - 499,999",Pepaya,109
"300,000 - 499,999",Semangka,46
"300,000 - 499,999",Tomat buah,48
"300,000 - 499,999",Buah-buahan lainnya,166
"300,000 - 499,999",MINYAK DAN KELAPA,2151
"300,000 - 499,999",Minyak kelapa,157
"300,000 - 499,999","Minyak goreng (kelapa sawit, bunga matahari)",1711
"300,000 - 499,999",Kelapa (tidak termasuk santan instan),273
"300,000 - 499,999",Minyak dan kelapa lainnya,9
"300,000 - 499,999",BAHAN MINUMAN,2825
"300,000 - 499,999",Gula pasir,1443
"300,000 - 499,999","Gula merah, gula air (pohom aren, kelapa, lontar)",155
"300,000 - 499,999",Teh bubuk,134
"300,000 - 499,999",Teh celup (sachet),160
"300,000 - 499,999","Kopi (bubuk,biji)",544
"300,000 - 499,999",Kopi instan (sachet),379
"300,000 - 499,999",Bahan minuman lainnya,10
"300,000 - 499,999",BUMBU-BUMBUAN,1409
"300,000 - 499,999",Garam,220
"300,000 - 499,999",Kemiri,105
"300,000 - 499,999",Ketumbar/jinten,66
"300,000 - 499,999",Merica/lada,102
"300,000 - 499,999",Asam,79
"300,000 - 499,999",Terasi/petis,107
"300,000 - 499,999",Kecap,197
"300,000 - 499,999",Penyedap masakan/vetsin,228
"300,000 - 499,999",Sambal jadi,7
"300,000 - 499,999",Saus tomat,7
"300,000 - 499,999","Bumbu maskan jadi/kemasan, bumbu racikan",80
"300,000 - 499,999","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",213
"300,000 - 499,999",BAHAN MAKANAN LAINNYA,1176
"300,000 - 499,999",Mie instan,967
"300,000 - 499,999",Kerupuk,161
"300,000 - 499,999",Bubur bayi kemasan,37
"300,000 - 499,999",Lainnya,11
"300,000 - 499,999",MAKANAN MINUMAN JADI,13370
"300,000 - 499,999",Roti tawar,63
"300,000 - 499,999","Roti manis, roti lainnya",835
"300,000 - 499,999","Kue kering, biskuit, semprong",537
"300,000 - 499,999","Kue basah (kue lapis, bika ambon, lemper, dsb)",767
"300,000 - 499,999",Makanan gorengan,1452
"300,000 - 499,999",Bubur kacang hijau,144
"300,000 - 499,999","Gado-gado, ketoprak, pecel",351
"300,000 - 499,999",Nasi campur/rames,1387
"300,000 - 499,999",Nasi goreng,235
"300,000 - 499,999",Nasi putih,307
"300,000 - 499,999",Lontong/ketupat sayur,243
"300,000 - 499,999","Soto, gule, sop, rawon, cincang",297
"300,000 - 499,999","Sayur matang (ditumis, disantan, dsb)",357
"300,000 - 499,999","Sate, tongseng",99
"300,000 - 499,999","Mie bakso, mie rebus, mie goreng",1272
"300,000 - 499,999",Mie instan,158
"300,000 - 499,999","Makanan ringan anak-anak, krupuk/kripik",1137
"300,000 - 499,999",Bubur ayam,148
"300,000 - 499,999","Siomay, batagor",426
"300,000 - 499,999",Makanan jadi lainnya,486
"300,000 - 499,999",Air kemasan,140
"300,000 - 499,999",Air kemasan galon,215
"300,000 - 499,999","Air teh kemasan, minuman bersoda/mengandung CO2",219
"300,000 - 499,999","Sari buah kemasan, minuman kesehatan, minuman berenergi",203
"300,000 - 499,999","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",1203
"300,000 - 499,999",Es krim,224
"300,000 - 499,999",Es lainnya,422
"300,000 - 499,999",Minuman keras,43
"300,000 - 499,999",ROKOK DAN TEMBAKAU,6546
"300,000 - 499,999",Rokok kretek filter,4339
"300,000 - 499,999",Rokok kretek tanpa filter,1538
"300,000 - 499,999",Rokok putih,177
"300,000 - 499,999",Tembakau,306
"300,000 - 499,999",Rokok dan tembakau lainnya,186
"500,000 - 749,999",PADI-PADIAN,16501
"500,000 - 749,999","Beras (beras lokal, kualitas unggul, impor)",15708
"500,000 - 749,999",Beras ketan,63
"500,000 - 749,999",Jagung basah degan kulit,217
"500,000 - 749,999",Jagung pipilan/beras jagung/jagung titi,154
"500,000 - 749,999",Tepung terigu,348
"500,000 - 749,999",Padi-padian lainnya,11
"500,000 - 749,999",UMBI-UMBIAN,1099
"500,000 - 749,999",Ketala pohon/singkong,370
"500,000 - 749,999",Ketela rambat/ubi jalar,301
"500,000 - 749,999",Sagu (bukan dari ketela pohon),69
"500,000 - 749,999",Talas/keladi,76
"500,000 - 749,999",Kentang,254
"500,000 - 749,999",Gaplek,15
"500,000 - 749,999",Umbi-umbian lainnya,15
"500,000 - 749,999",IKAN,7219
"500,000 - 749,999",Ekor kuning,129
"500,000 - 749,999","Tongkol, tuna, cakalang, dencis, ikan kayu",1084
"500,000 - 749,999",Tenggiri,40
"500,000 - 749,999",Selar,183
"500,000 - 749,999","Kembung, lema/tatare, banyar/banyara",457
"500,000 - 749,999",Teri,150
"500,000 - 749,999",Bandeng,406
"500,000 - 749,999",Gabus,179
"500,000 - 749,999",Mujair,354
"500,000 - 749,999","Mas, Nila",471
"500,000 - 749,999",Lele,400
"500,000 - 749,999",Kakap,78
"500,000 - 749,999",Baronang,40
"500,000 - 749,999",Patin,210
"500,000 - 749,999",Bawal,60
"500,000 - 749,999",Gurame,20
"500,000 - 749,999",Ikan segar/basah lainnya,821
"500,000 - 749,999","Udang, lobster",171
"500,000 - 749,999","Cumi-cumi, sotong, gurita",83
"500,000 - 749,999","Ketam, kepiting, rajungan",22
"500,000 - 749,999","Kerang, siput, bekicot, remis",27
"500,000 - 749,999",Udang dan hewan air lainnya yang segar lainnya,26
"500,000 - 749,999",Kembung diawetkan/peda,122
"500,000 - 749,999",Tenggiri diawetkan,19
"500,000 - 749,999",Tongkol/tuna/cakalang diawetkan,262
"500,000 - 749,999",Teri diawetkan,449
"500,000 - 749,999",Selar diawetkan,69
"500,000 - 749,999",Sepat diawetkan,61
"500,000 - 749,999",Bandeng diawetkan,71
"500,000 - 749,999",Gabus diawetkan,16
"500,000 - 749,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",46
"500,000 - 749,999",Ikan diawetkan lainnya,346
"500,000 - 749,999","Udang diawetkan (ebi, rebon)",34
"500,000 - 749,999","Cumi-cumi, sotong, gurita diawetkan",6
"500,000 - 749,999",Udang dan hewan air lainnya yang diawetkan,25
"500,000 - 749,999",Ikan matang,282
"500,000 - 749,999",DAGING,3958
"500,000 - 749,999",Daging sapi,155
"500,000 - 749,999","Daging kambing, domba/biri-biri",20
"500,000 - 749,999",Daging babi,293
"500,000 - 749,999",Daging ayam ras,1736
"500,000 - 749,999",Daging ayam kampung,543
"500,000 - 749,999",Daging segar lainnya,57
"500,000 - 749,999",Daging diawetkan lainnya,10
"500,000 - 749,999","Tetelan, sandung lamur",11
"500,000 - 749,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",85
"500,000 - 749,999","Ayam/daging matang (ayam goreng, rendang, dsb)",478
"500,000 - 749,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",570
"500,000 - 749,999",TELUR DAN SUSU,4121
"500,000 - 749,999",Telur ayam ras,2403
"500,000 - 749,999",Telur ayam kampung,125
"500,000 - 749,999",Telur itik/telur itik manila,57
"500,000 - 749,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",30
"500,000 - 749,999",Susu cair pabrik,84
"500,000 - 749,999",Susu kental manis,500
"500,000 - 749,999",Susu bubuk,351
"500,000 - 749,999",Susu bubuk bayi,543
"500,000 - 749,999",Susu lainnya dan hasil lain dari susu,29
"500,000 - 749,999",SAYUR-SAYURAN,8322
"500,000 - 749,999",Bayam,369
"500,000 - 749,999",Kangkung,372
"500,000 - 749,999",Kol/Kubis,146
"500,000 - 749,999",Sawi putih (petsai),76
"500,000 - 749,999",Sawi hijau,120
"500,000 - 749,999",Buncis,105
"500,000 - 749,999",Kacang panjang,341
"500,000 - 749,999","Tomat sayur, tomat ceri",305
"500,000 - 749,999",Wortel,115
"500,000 - 749,999",Mentimun,170
"500,000 - 749,999",Daun ketela pohon/daun singkong,405
"500,000 - 749,999",Terong,325
"500,000 - 749,999",Tauge,90
"500,000 - 749,999","Labu, labu siam, labu parang",166
"500,000 - 749,999",Bahan sayur sop/cap cay/ kimlo (paket),236
"500,000 - 749,999",Bahan sayur asam/lodeh (paket),100
"500,000 - 749,999",Nangka muda,56
"500,000 - 749,999",Pepaya muda,106
"500,000 - 749,999",Jengkol,147
"500,000 - 749,999",Bawang merah,1299
"500,000 - 749,999",Bawang putih,913
"500,000 - 749,999",Cabe merah,815
"500,000 - 749,999",Cabe hijau,105
"500,000 - 749,999",Cabe rawit,1023
"500,000 - 749,999",Sayur-sayuran lainnya,418
"500,000 - 749,999",KACANG-KACANGAN,2156
"500,000 - 749,999",Kacang tanah tanpa kulit,102
"500,000 - 749,999",Kacang kedele,9
"500,000 - 749,999",Kacang lainnya,65
"500,000 - 749,999",Tahu,954
"500,000 - 749,999",Tempe,1006
"500,000 - 749,999",Oncom,17
"500,000 - 749,999",Hasil lain dari kacang-kacangan,4
"500,000 - 749,999",BUAH-BUAHAN,3252
"500,000 - 749,999","Jeruk, jeruk bali",354
"500,000 - 749,999",Mangga,68
"500,000 - 749,999",Apel,134
"500,000 - 749,999",Rambutan,426
"500,000 - 749,999","Duku, langsat",462
"500,000 - 749,999",Durian,356
"500,000 - 749,999",Salak,172
"500,000 - 749,999",Pisang ambon,123
"500,000 - 749,999",Pisang lainnya,526
"500,000 - 749,999",Pepaya,168
"500,000 - 749,999",Semangka,90
"500,000 - 749,999",Tomat buah,87
"500,000 - 749,999",Buah-buahan lainnya,286
"500,000 - 749,999",MINYAK DAN KELAPA,2827
"500,000 - 749,999",Minyak kelapa,194
"500,000 - 749,999","Minyak goreng (kelapa sawit, bunga matahari)",2185
"500,000 - 749,999",Kelapa (tidak termasuk santan instan),435
"500,000 - 749,999",Minyak dan kelapa lainnya,13
"500,000 - 749,999",BAHAN MINUMAN,3726
"500,000 - 749,999",Gula pasir,1856
"500,000 - 749,999","Gula merah, gula air (pohom aren, kelapa, lontar)",179
"500,000 - 749,999",Teh bubuk,153
"500,000 - 749,999",Teh celup (sachet),268
"500,000 - 749,999","Kopi (bubuk,biji)",711
"500,000 - 749,999",Kopi instan (sachet),542
"500,000 - 749,999",Bahan minuman lainnya,17
"500,000 - 749,999",BUMBU-BUMBUAN,2057
"500,000 - 749,999",Garam,302
"500,000 - 749,999",Kemiri,150
"500,000 - 749,999",Ketumbar/jinten,93
"500,000 - 749,999",Merica/lada,136
"500,000 - 749,999",Asam,117
"500,000 - 749,999",Terasi/petis,158
"500,000 - 749,999",Kecap,304
"500,000 - 749,999",Penyedap masakan/vetsin,303
"500,000 - 749,999",Sambal jadi,12
"500,000 - 749,999",Saus tomat,16
"500,000 - 749,999","Bumbu maskan jadi/kemasan, bumbu racikan",125
"500,000 - 749,999","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",339
"500,000 - 749,999",BAHAN MAKANAN LAINNYA,1729
"500,000 - 749,999",Mie instan,1423
"500,000 - 749,999",Kerupuk,241
"500,000 - 749,999",Bubur bayi kemasan,51
"500,000 - 749,999",Lainnya,14
"500,000 - 749,999",MAKANAN MINUMAN JADI,21595
"500,000 - 749,999",Roti tawar,114
"500,000 - 749,999","Roti manis, roti lainnya",1202
"500,000 - 749,999","Kue kering, biskuit, semprong",790
"500,000 - 749,999","Kue basah (kue lapis, bika ambon, lemper, dsb)",1186
"500,000 - 749,999",Makanan gorengan,2064
"500,000 - 749,999",Bubur kacang hijau,222
"500,000 - 749,999","Gado-gado, ketoprak, pecel",580
"500,000 - 749,999",Nasi campur/rames,2499
"500,000 - 749,999",Nasi goreng,533
"500,000 - 749,999",Nasi putih,477
"500,000 - 749,999",Lontong/ketupat sayur,542
"500,000 - 749,999","Soto, gule, sop, rawon, cincang",497
"500,000 - 749,999","Sayur matang (ditumis, disantan, dsb)",552
"500,000 - 749,999","Sate, tongseng",272
"500,000 - 749,999","Mie bakso, mie rebus, mie goreng",2256
"500,000 - 749,999",Mie instan,254
"500,000 - 749,999","Makanan ringan anak-anak, krupuk/kripik",1723
"500,000 - 749,999",Bubur ayam,241
"500,000 - 749,999","Siomay, batagor",601
"500,000 - 749,999",Makanan jadi lainnya,707
"500,000 - 749,999",Air kemasan,243
"500,000 - 749,999",Air kemasan galon,376
"500,000 - 749,999","Air teh kemasan, minuman bersoda/mengandung CO2",307
"500,000 - 749,999","Sari buah kemasan, minuman kesehatan, minuman berenergi",293
"500,000 - 749,999","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",1912
"500,000 - 749,999",Es krim,389
"500,000 - 749,999",Es lainnya,680
"500,000 - 749,999",Minuman keras,83
"500,000 - 749,999",ROKOK DAN TEMBAKAU,12069
"500,000 - 749,999",Rokok kretek filter,8654
"500,000 - 749,999",Rokok kretek tanpa filter,2481
"500,000 - 749,999",Rokok putih,462
"500,000 - 749,999",Tembakau,307
"500,000 - 749,999",Rokok dan tembakau lainnya,165
"750,000 - 999,999",PADI-PADIAN,17433
"750,000 - 999,999","Beras (beras lokal, kualitas unggul, impor)",16496
"750,000 - 999,999",Beras ketan,74
"750,000 - 999,999",Jagung basah degan kulit,286
"750,000 - 999,999",Jagung pipilan/beras jagung/jagung titi,140
"750,000 - 999,999",Tepung terigu,421
"750,000 - 999,999",Padi-padian lainnya,16
"750,000 - 999,999",UMBI-UMBIAN,1465
"750,000 - 999,999",Ketala pohon/singkong,430
"750,000 - 999,999",Ketela rambat/ubi jalar,418
"750,000 - 999,999",Sagu (bukan dari ketela pohon),68
"750,000 - 999,999",Talas/keladi,86
"750,000 - 999,999",Kentang,427
"750,000 - 999,999",Gaplek,19
"750,000 - 999,999",Umbi-umbian lainnya,17
"750,000 - 999,999",IKAN,10548
"750,000 - 999,999",Ekor kuning,187
"750,000 - 999,999","Tongkol, tuna, cakalang, dencis, ikan kayu",1424
"750,000 - 999,999",Tenggiri,63
"750,000 - 999,999",Selar,266
"750,000 - 999,999","Kembung, lema/tatare, banyar/banyara",694
"750,000 - 999,999",Teri,180
"750,000 - 999,999",Bandeng,551
"750,000 - 999,999",Gabus,361
"750,000 - 999,999",Mujair,466
"750,000 - 999,999","Mas, Nila",837
"750,000 - 999,999",Lele,570
"750,000 - 999,999",Kakap,101
"750,000 - 999,999",Baronang,62
"750,000 - 999,999",Patin,325
"750,000 - 999,999",Bawal,116
"750,000 - 999,999",Gurame,52
"750,000 - 999,999",Ikan segar/basah lainnya,1208
"750,000 - 999,999","Udang, lobster",327
"750,000 - 999,999","Cumi-cumi, sotong, gurita",149
"750,000 - 999,999","Ketam, kepiting, rajungan",39
"750,000 - 999,999","Kerang, siput, bekicot, remis",52
"750,000 - 999,999",Udang dan hewan air lainnya yang segar lainnya,45
"750,000 - 999,999",Kembung diawetkan/peda,148
"750,000 - 999,999",Tenggiri diawetkan,26
"750,000 - 999,999",Tongkol/tuna/cakalang diawetkan,296
"750,000 - 999,999",Teri diawetkan,673
"750,000 - 999,999",Selar diawetkan,90
"750,000 - 999,999",Sepat diawetkan,88
"750,000 - 999,999",Bandeng diawetkan,89
"750,000 - 999,999",Gabus diawetkan,21
"750,000 - 999,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",72
"750,000 - 999,999",Ikan diawetkan lainnya,435
"750,000 - 999,999","Udang diawetkan (ebi, rebon)",58
"750,000 - 999,999","Cumi-cumi, sotong, gurita diawetkan",12
"750,000 - 999,999",Udang dan hewan air lainnya yang diawetkan,30
"750,000 - 999,999",Ikan matang,435
"750,000 - 999,999",DAGING,5765
"750,000 - 999,999",Daging sapi,214
"750,000 - 999,999","Daging kambing, domba/biri-biri",27
"750,000 - 999,999",Daging babi,404
"750,000 - 999,999",Daging ayam ras,2511
"750,000 - 999,999",Daging ayam kampung,829
"750,000 - 999,999",Daging segar lainnya,82
"750,000 - 999,999",Daging diawetkan lainnya,17
"750,000 - 999,999","Tetelan, sandung lamur",16
"750,000 - 999,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",142
"750,000 - 999,999","Ayam/daging matang (ayam goreng, rendang, dsb)",803
"750,000 - 999,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",720
"750,000 - 999,999",TELUR DAN SUSU,5654
"750,000 - 999,999",Telur ayam ras,2962
"750,000 - 999,999",Telur ayam kampung,164
"750,000 - 999,999",Telur itik/telur itik manila,80
"750,000 - 999,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",52
"750,000 - 999,999",Susu cair pabrik,120
"750,000 - 999,999",Susu kental manis,680
"750,000 - 999,999",Susu bubuk,633
"750,000 - 999,999",Susu bubuk bayi,901
"750,000 - 999,999",Susu lainnya dan hasil lain dari susu,62
"750,000 - 999,999",SAYUR-SAYURAN,10686
"750,000 - 999,999",Bayam,449
"750,000 - 999,999",Kangkung,485
"750,000 - 999,999",Kol/Kubis,205
"750,000 - 999,999",Sawi putih (petsai),115
"750,000 - 999,999",Sawi hijau,172
"750,000 - 999,999",Buncis,136
"750,000 - 999,999",Kacang panjang,399
"750,000 - 999,999","Tomat sayur, tomat ceri",365
"750,000 - 999,999",Wortel,180
"750,000 - 999,999",Mentimun,257
"750,000 - 999,999",Daun ketela pohon/daun singkong,446
"750,000 - 999,999",Terong,430
"750,000 - 999,999",Tauge,130
"750,000 - 999,999","Labu, labu siam, labu parang",214
"750,000 - 999,999",Bahan sayur sop/cap cay/ kimlo (paket),297
"750,000 - 999,999",Bahan sayur asam/lodeh (paket),141
"750,000 - 999,999",Nangka muda,65
"750,000 - 999,999",Pepaya muda,122
"750,000 - 999,999",Jengkol,242
"750,000 - 999,999",Bawang merah,1625
"750,000 - 999,999",Bawang putih,1187
"750,000 - 999,999",Cabe merah,1127
"750,000 - 999,999",Cabe hijau,157
"750,000 - 999,999",Cabe rawit,1229
"750,000 - 999,999",Sayur-sayuran lainnya,511
"750,000 - 999,999",KACANG-KACANGAN,2536
"750,000 - 999,999",Kacang tanah tanpa kulit,127
"750,000 - 999,999",Kacang kedele,12
"750,000 - 999,999",Kacang lainnya,85
"750,000 - 999,999",Tahu,1119
"750,000 - 999,999",Tempe,1168
"750,000 - 999,999",Oncom,20
"750,000 - 999,999",Hasil lain dari kacang-kacangan,5
"750,000 - 999,999",BUAH-BUAHAN,5175
"750,000 - 999,999","Jeruk, jeruk bali",646
"750,000 - 999,999",Mangga,120
"750,000 - 999,999",Apel,232
"750,000 - 999,999",Rambutan,644
"750,000 - 999,999","Duku, langsat",768
"750,000 - 999,999",Durian,620
"750,000 - 999,999",Salak,250
"750,000 - 999,999",Pisang ambon,172
"750,000 - 999,999",Pisang lainnya,711
"750,000 - 999,999",Pepaya,217
"750,000 - 999,999",Semangka,159
"750,000 - 999,999",Tomat buah,141
"750,000 - 999,999",Buah-buahan lainnya,495
"750,000 - 999,999",MINYAK DAN KELAPA,3552
"750,000 - 999,999",Minyak kelapa,189
"750,000 - 999,999","Minyak goreng (kelapa sawit, bunga matahari)",2792
"750,000 - 999,999",Kelapa (tidak termasuk santan instan),546
"750,000 - 999,999",Minyak dan kelapa lainnya,26
"750,000 - 999,999",BAHAN MINUMAN,4500
"750,000 - 999,999",Gula pasir,2239
"750,000 - 999,999","Gula merah, gula air (pohom aren, kelapa, lontar)",211
"750,000 - 999,999",Teh bubuk,161
"750,000 - 999,999",Teh celup (sachet),358
"750,000 - 999,999","Kopi (bubuk,biji)",831
"750,000 - 999,999",Kopi instan (sachet),667
"750,000 - 999,999",Bahan minuman lainnya,32
"750,000 - 999,999",BUMBU-BUMBUAN,2687
"750,000 - 999,999",Garam,332
"750,000 - 999,999",Kemiri,184
"750,000 - 999,999",Ketumbar/jinten,119
"750,000 - 999,999",Merica/lada,177
"750,000 - 999,999",Asam,164
"750,000 - 999,999",Terasi/petis,186
"750,000 - 999,999",Kecap,433
"750,000 - 999,999",Penyedap masakan/vetsin,389
"750,000 - 999,999",Sambal jadi,21
"750,000 - 999,999",Saus tomat,28
"750,000 - 999,999","Bumbu maskan jadi/kemasan, bumbu racikan",176
"750,000 - 999,999","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",477
"750,000 - 999,999",BAHAN MAKANAN LAINNYA,2221
"750,000 - 999,999",Mie instan,1828
"750,000 - 999,999",Kerupuk,310
"750,000 - 999,999",Bubur bayi kemasan,65
"750,000 - 999,999",Lainnya,18
"750,000 - 999,999",MAKANAN MINUMAN JADI,31050
"750,000 - 999,999",Roti tawar,176
"750,000 - 999,999","Roti manis, roti lainnya",1402
"750,000 - 999,999","Kue kering, biskuit, semprong",1006
"750,000 - 999,999","Kue basah (kue lapis, bika ambon, lemper, dsb)",1486
"750,000 - 999,999",Makanan gorengan,2610
"750,000 - 999,999",Bubur kacang hijau,313
"750,000 - 999,999","Gado-gado, ketoprak, pecel",858
"750,000 - 999,999",Nasi campur/rames,4284
"750,000 - 999,999",Nasi goreng,963
"750,000 - 999,999",Nasi putih,693
"750,000 - 999,999",Lontong/ketupat sayur,901
"750,000 - 999,999","Soto, gule, sop, rawon, cincang",791
"750,000 - 999,999","Sayur matang (ditumis, disantan, dsb)",702
"750,000 - 999,999","Sate, tongseng",503
"750,000 - 999,999","Mie bakso, mie rebus, mie goreng",3441
"750,000 - 999,999",Mie instan,359
"750,000 - 999,999","Makanan ringan anak-anak, krupuk/kripik",2236
"750,000 - 999,999",Bubur ayam,352
"750,000 - 999,999","Siomay, batagor",780
"750,000 - 999,999",Makanan jadi lainnya,924
"750,000 - 999,999",Air kemasan,443
"750,000 - 999,999",Air kemasan galon,641
"750,000 - 999,999","Air teh kemasan, minuman bersoda/mengandung CO2",412
"750,000 - 999,999","Sari buah kemasan, minuman kesehatan, minuman berenergi",398
"750,000 - 999,999","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",2688
"750,000 - 999,999",Es krim,591
"750,000 - 999,999",Es lainnya,973
"750,000 - 999,999",Minuman keras,124
"750,000 - 999,999",ROKOK DAN TEMBAKAU,17773
"750,000 - 999,999",Rokok kretek filter,13456
"750,000 - 999,999",Rokok kretek tanpa filter,3104
"750,000 - 999,999",Rokok putih,800
"750,000 - 999,999",Tembakau,240
"750,000 - 999,999",Rokok dan tembakau lainnya,173
"1,000,000 - 1,499,999",PADI-PADIAN,19016
"1,000,000 - 1,499,999","Beras (beras lokal, kualitas unggul, impor)",17814
"1,000,000 - 1,499,999",Beras ketan,131
"1,000,000 - 1,499,999",Jagung basah degan kulit,376
"1,000,000 - 1,499,999",Jagung pipilan/beras jagung/jagung titi,128
"1,000,000 - 1,499,999",Tepung terigu,545
"1,000,000 - 1,499,999",Padi-padian lainnya,21
"1,000,000 - 1,499,999",UMBI-UMBIAN,2054
"1,000,000 - 1,499,999",Ketala pohon/singkong,515
"1,000,000 - 1,499,999",Ketela rambat/ubi jalar,763
"1,000,000 - 1,499,999",Sagu (bukan dari ketela pohon),75
"1,000,000 - 1,499,999",Talas/keladi,107
"1,000,000 - 1,499,999",Kentang,562
"1,000,000 - 1,499,999",Gaplek,16
"1,000,000 - 1,499,999",Umbi-umbian lainnya,16
"1,000,000 - 1,499,999",IKAN,13975
"1,000,000 - 1,499,999",Ekor kuning,233
"1,000,000 - 1,499,999","Tongkol, tuna, cakalang, dencis, ikan kayu",1657
"1,000,000 - 1,499,999",Tenggiri,103
"1,000,000 - 1,499,999",Selar,322
"1,000,000 - 1,499,999","Kembung, lema/tatare, banyar/banyara",832
"1,000,000 - 1,499,999",Teri,212
"1,000,000 - 1,499,999",Bandeng,823
"1,000,000 - 1,499,999",Gabus,446
"1,000,000 - 1,499,999",Mujair,674
"1,000,000 - 1,499,999","Mas, Nila",1315
"1,000,000 - 1,499,999",Lele,762
"1,000,000 - 1,499,999",Kakap,150
"1,000,000 - 1,499,999",Baronang,73
"1,000,000 - 1,499,999",Patin,446
"1,000,000 - 1,499,999",Bawal,176
"1,000,000 - 1,499,999",Gurame,78
"1,000,000 - 1,499,999",Ikan segar/basah lainnya,1374
"1,000,000 - 1,499,999","Udang, lobster",628
"1,000,000 - 1,499,999","Cumi-cumi, sotong, gurita",305
